time,vehicle_id,step,from_node,from_name,to_node,to_name,real_distance,cost,efficiency,total_real_distance,total_spent_time,objectives
05:00 ~ 05:59,0,7,13,인천 계양구 계산동,3,경기 부천시 오정동,4411,4303,0.9242165453735334,26932,299,92848
05:00 ~ 05:59,0,8,3,경기 부천시 오정동,15,Depot_Gimpo_Airport,6589,2050,0.803705140061454,33521,373,92848
05:00 ~ 05:59,0,9,15,Depot_Gimpo_Airport,8,서울 강서구 등촌동,3199,3137,0.8191176470588235,36720,408,92848
05:00 ~ 05:59,0,10,8,서울 강서구 등촌동,9,서울 양천구 목동_1,5290,5349,0.8432992144727446,42010,467,92848
05:00 ~ 05:59,0,11,9,서울 양천구 목동_1,17,Depot_Kintex,1406,1421,0.8487193661323015,43416,482,92848
06:00 ~ 06:59,0,0,17,Depot_Kintex,6,서울 양천구 신정동,97,95,0.979381443298969,97,1,98628
06:00 ~ 06:59,0,1,6,서울 양천구 신정동,7,서울 구로구 구로동,950,928,0.9770773638968482,1047,11,98628
06:00 ~ 06:59,0,2,7,서울 구로구 구로동,1,서울 강서구 화곡동,1054,1013,0.9690623512613041,2101,22,98628
06:00 ~ 06:59,0,3,1,서울 강서구 화곡동,18,Depot_Gwang_Myeong,3359,3396,0.9948717948717949,5460,59,98628
06:00 ~ 06:59,0,4,18,Depot_Gwang_Myeong,15,Depot_Gimpo_Airport,10204,3175,0.549476506639428,15664,173,98628
06:00 ~ 06:59,0,5,15,Depot_Gimpo_Airport,8,서울 강서구 등촌동,3199,3145,0.6230186078566505,18863,208,98628
06:00 ~ 06:59,0,6,8,서울 강서구 등촌동,2,서울 양천구 목동,4732,4617,0.6937486755668574,23595,261,98628
06:00 ~ 06:59,0,7,2,서울 양천구 목동,9,서울 양천구 목동_1,3796,3838,0.7377240699499835,27391,303,98628
06:00 ~ 06:59,0,8,9,서울 양천구 목동_1,17,Depot_Kintex,1406,1421,0.7510504566447894,28797,318,98628
07:00 ~ 07:59,0,0,17,Depot_Kintex,6,서울 양천구 신정동,97,95,0.979381443298969,97,1,92247
07:00 ~ 07:59,0,1,6,서울 양천구 신정동,7,서울 구로구 구로동,950,916,0.9656160458452722,1047,11,92247
07:00 ~ 07:59,0,2,7,서울 구로구 구로동,1,서울 강서구 화곡동,1054,1022,0.9676344597810567,2101,22,92247
07:00 ~ 07:59,0,3,1,서울 강서구 화곡동,18,Depot_Gwang_Myeong,3359,3396,0.9943223443223443,5460,59,92247
07:00 ~ 07:59,0,4,18,Depot_Gwang_Myeong,2,서울 양천구 목동,6513,4380,0.8192600016704251,11973,132,92247
07:00 ~ 07:59,0,5,2,서울 양천구 목동,12,경기 부천시 중동,7076,6848,0.874429103889968,19049,211,92247
07:00 ~ 07:59,0,6,12,경기 부천시 중동,13,인천 계양구 계산동,3472,3360,0.8888148838861507,22521,250,92247
07:00 ~ 07:59,0,7,13,인천 계양구 계산동,3,경기 부천시 오정동,4411,4315,0.9034605673548195,26932,299,92247
07:00 ~ 07:59,0,8,3,경기 부천시 오정동,15,Depot_Gimpo_Airport,6589,2050,0.7870290265803526,33521,373,92247
07:00 ~ 07:59,0,9,15,Depot_Gimpo_Airport,8,서울 강서구 등촌동,3199,3095,0.8027505446623093,36720,408,92247
07:00 ~ 07:59,0,10,8,서울 강서구 등촌동,9,서울 양천구 목동_1,5290,5349,0.8289930968816949,42010,467,92247
07:00 ~ 07:59,0,11,9,서울 양천구 목동_1,17,Depot_Kintex,1406,1421,0.8348765432098766,43416,482,92247
08:00 ~ 08:59,0,0,17,Depot_Kintex,6,서울 양천구 신정동,97,94,0.9690721649484536,97,1,91447
08:00 ~ 08:59,0,1,6,서울 양천구 신정동,7,서울 구로구 구로동,950,926,0.9742120343839542,1047,11,91447
08:00 ~ 08:59,0,2,7,서울 구로구 구로동,1,서울 강서구 화곡동,1054,1030,0.9757258448357925,2101,22,91447
08:00 ~ 08:59,0,3,1,서울 강서구 화곡동,18,Depot_Gwang_Myeong,3359,3396,0.9974358974358974,5460,59,91447
08:00 ~ 08:59,0,4,18,Depot_Gwang_Myeong,13,인천 계양구 계산동,12705,8436,0.7642169006330856,18165,201,91447
08:00 ~ 08:59,0,5,13,인천 계양구 계산동,12,경기 부천시 중동,3472,3397,0.7985857558811296,21637,240,91447
08:00 ~ 08:59,0,6,12,경기 부천시 중동,3,경기 부천시 오정동,3120,3060,0.8215454214969503,24757,275,91447
08:00 ~ 08:59,0,7,3,경기 부천시 오정동,15,Depot_Gimpo_Airport,6589,2050,0.7142538122886493,31346,349,91447
08:00 ~ 08:59,0,8,15,Depot_Gimpo_Airport,8,서울 강서구 등촌동,3199,3145,0.739151830945144,34545,384,91447
08:00 ~ 08:59,0,9,8,서울 강서구 등촌동,2,서울 양천구 목동,4732,4654,0.768592305929679,39277,437,91447
08:00 ~ 08:59,0,10,2,서울 양천구 목동,9,서울 양천구 목동_1,3796,3838,0.7899612286118914,43073,479,91447
08:00 ~ 08:59,0,11,9,서울 양천구 목동_1,17,Depot_Kintex,1406,1421,0.7969378807976798,44479,494,91447
09:00 ~ 09:59,0,0,17,Depot_Kintex,6,서울 양천구 신정동,97,95,0.979381443298969,97,1,89947
09:00 ~ 09:59,0,1,6,서울 양천구 신정동,7,서울 구로구 구로동,950,928,0.9770773638968482,1047,11,89947
09:00 ~ 09:59,0,2,7,서울 구로구 구로동,1,서울 강서구 화곡동,1054,1013,0.9690623512613041,2101,22,89947
09:00 ~ 09:59,0,3,1,서울 강서구 화곡동,18,Depot_Gwang_Myeong,3359,3396,0.9948717948717949,5460,59,89947
09:00 ~ 09:59,0,4,18,Depot_Gwang_Myeong,13,인천 계양구 계산동,12705,7287,0.7001926782273603,18165,201,89947
09:00 ~ 09:59,0,5,13,인천 계양구 계산동,12,경기 부천시 중동,3472,3415,0.7456671442436567,21637,240,89947
09:00 ~ 09:59,0,6,12,경기 부천시 중동,3,경기 부천시 오정동,3120,3052,0.774972734984045,24757,275,89947
09:00 ~ 09:59,0,7,3,경기 부천시 오정동,15,Depot_Gimpo_Airport,6589,2050,0.6774708096726855,31346,349,89947
09:00 ~ 09:59,0,8,15,Depot_Gimpo_Airport,8,서울 강서구 등촌동,3199,2810,0.6960775799681574,34545,384,89947
09:00 ~ 09:59,0,9,8,서울 강서구 등촌동,2,서울 양천구 목동,4732,4642,0.7304020164472846,39277,437,89947
09:00 ~ 09:59,0,10,2,서울 양천구 목동,9,서울 양천구 목동_1,3796,3838,0.7551366285143826,43073,479,89947
09:00 ~ 09:59,0,11,9,서울 양천구 목동_1,17,Depot_Kintex,1406,1421,0.7632141010364442,44479,494,89947
10:00 ~ 10:59,0,0,17,Depot_Kintex,9,서울 양천구 목동_1,1406,1421,1.0106685633001422,1406,15,96483
10:00 ~ 10:59,0,1,9,서울 양천구 목동_1,8,서울 강서구 등촌동,5290,4372,0.8651433691756273,6696,74,96483
10:00 ~ 10:59,0,2,8,서울 강서구 등촌동,3,경기 부천시 오정동,9736,9577,0.9353700097370984,16432,183,96483
10:00 ~ 10:59,0,3,3,경기 부천시 오정동,12,경기 부천시 중동,3120,3060,0.942614566284779,19552,218,96483
10:00 ~ 10:59,0,4,12,경기 부천시 중동,13,인천 계양구 계산동,3472,3378,0.9471855455177206,23024,257,96483
10:00 ~ 10:59,0,5,13,인천 계양구 계산동,15,Depot_Gimpo_Airport,9980,3106,0.7548781965822324,33004,369,96483
10:00 ~ 10:59,0,6,15,Depot_Gimpo_Airport,2,서울 양천구 목동,3771,3689,0.7777838205302515,36775,411,96483
10:00 ~ 10:59,0,7,2,서울 양천구 목동,18,Depot_Gwang_Myeong,6513,6586,0.8129042690815006,43288,484,96483
10:00 ~ 10:59,0,8,18,Depot_Gwang_Myeong,1,서울 강서구 화곡동,3359,3285,0.824790447402834,46647,521,96483
10:00 ~ 10:59,0,9,1,서울 강서구 화곡동,7,서울 구로구 구로동,1054,1030,0.8281587388105072,47701,532,96483
10:00 ~ 10:59,0,10,7,서울 구로구 구로동,6,서울 양천구 신정동,950,881,0.8300959898049372,48651,542,96483
10:00 ~ 10:59,0,11,6,서울 양천구 신정동,17,Depot_Kintex,97,98,0.8304545827521129,48748,543,96483
11:00 ~ 11:59,0,0,17,Depot_Kintex,6,서울 양천구 신정동,97,87,0.8969072164948454,97,1,87227
11:00 ~ 11:59,0,1,6,서울 양천구 신정동,7,서울 구로구 구로동,950,923,0.9646609360076409,1047,11,87227
11:00 ~ 11:59,0,2,7,서울 구로구 구로동,1,서울 강서구 화곡동,1054,1036,0.9738219895287958,2101,22,87227
11:00 ~ 11:59,0,3,1,서울 강서구 화곡동,18,Depot_Gwang_Myeong,3359,3396,0.9967032967032967,5460,59,87227
11:00 ~ 11:59,0,4,18,Depot_Gwang_Myeong,13,인천 계양구 계산동,12705,6618,0.6639141205615194,18165,201,87227
11:00 ~ 11:59,0,5,13,인천 계양구 계산동,12,경기 부천시 중동,3472,3387,0.713915977261173,21637,240,87227
11:00 ~ 11:59,0,6,12,경기 부천시 중동,3,경기 부천시 오정동,3120,3069,0.7479096821101102,24757,275,87227
11:00 ~ 11:59,0,7,3,경기 부천시 오정동,15,Depot_Gimpo_Airport,6589,2050,0.6560964716391247,31346,349,87227
11:00 ~ 11:59,0,8,15,Depot_Gimpo_Airport,8,서울 강서구 등촌동,3199,2423,0.6654798089448546,34545,384,87227
11:00 ~ 11:59,0,9,8,서울 강서구 등촌동,2,서울 양천구 목동,4732,2979,0.6611502915192097,39277,437,87227
11:00 ~ 11:59,0,10,2,서울 양천구 목동,9,서울 양천구 목동_1,3796,3838,0.6919880203375665,43073,479,87227
11:00 ~ 11:59,0,11,9,서울 양천구 목동_1,17,Depot_Kintex,1406,1421,0.7020616470694035,44479,494,87227
12:00 ~ 12:59,0,0,17,Depot_Kintex,6,서울 양천구 신정동,97,95,0.979381443298969,97,1,89429
12:00 ~ 12:59,0,1,6,서울 양천구 신정동,7,서울 구로구 구로동,950,933,0.9818529130850048,1047,11,89429
12:00 ~ 12:59,0,2,7,서울 구로구 구로동,1,서울 강서구 화곡동,1054,1030,0.9795335554497858,2101,22,89429
12:00 ~ 12:59,0,3,1,서울 강서구 화곡동,18,Depot_Gwang_Myeong,3359,3396,0.9989010989010989,5460,59,89429
12:00 ~ 12:59,0,4,18,Depot_Gwang_Myeong,13,인천 계양구 계산동,12705,6535,0.6600055050922103,18165,201,89429
12:00 ~ 12:59,0,5,13,인천 계양구 계산동,12,경기 부천시 중동,3472,3342,0.7085547904053242,21637,240,89429
12:00 ~ 12:59,0,6,12,경기 부천시 중동,3,경기 부천시 오정동,3120,3069,0.743224138627459,24757,275,89429
12:00 ~ 12:59,0,7,3,경기 부천시 오정동,15,Depot_Gimpo_Airport,6589,2050,0.6523958399795827,31346,349,89429
12:00 ~ 12:59,0,8,15,Depot_Gimpo_Airport,8,서울 강서구 등촌동,3199,3103,0.6818063395570995,34545,384,89429
12:00 ~ 12:59,0,9,8,서울 강서구 등촌동,2,서울 양천구 목동,4732,4617,0.7172136364793645,39277,437,89429
12:00 ~ 12:59,0,10,2,서울 양천구 목동,9,서울 양천구 목동_1,3796,3838,0.7431105332807095,43073,479,89429
12:00 ~ 12:59,0,11,9,서울 양천구 목동_1,17,Depot_Kintex,1406,1421,0.7515681557588975,44479,494,89429
13:00 ~ 13:59,0,0,17,Depot_Kintex,9,서울 양천구 목동_1,1406,1421,1.0106685633001422,1406,15,92633
13:00 ~ 13:59,0,1,9,서울 양천구 목동_1,13,인천 계양구 계산동,14267,7073,0.5419511261404963,15673,175,92633
13:00 ~ 13:59,0,2,13,인천 계양구 계산동,12,경기 부천시 중동,3472,3406,0.6215722120658135,19145,214,92633
13:00 ~ 13:59,0,3,12,경기 부천시 중동,3,경기 부천시 오정동,3120,3052,0.6715472715023579,22265,249,92633
13:00 ~ 13:59,0,4,3,경기 부천시 오정동,15,Depot_Gimpo_Airport,6589,2050,0.5892423927358426,28854,323,92633
13:00 ~ 13:59,0,5,15,Depot_Gimpo_Airport,8,서울 강서구 등촌동,3199,3112,0.627523164758369,32053,358,92633
13:00 ~ 13:59,0,6,8,서울 강서구 등촌동,2,서울 양천구 목동,4732,4642,0.6729917085768655,36785,411,92633
13:00 ~ 13:59,0,7,2,서울 양천구 목동,18,Depot_Gwang_Myeong,6513,6586,0.7238671532172387,43298,484,92633
13:00 ~ 13:59,0,8,18,Depot_Gwang_Myeong,1,서울 강서구 화곡동,3359,3276,0.7419679790813811,46657,521,92633
13:00 ~ 13:59,0,9,1,서울 강서구 화곡동,7,서울 구로구 구로동,1054,1036,0.747290981115466,47711,532,92633
13:00 ~ 13:59,0,10,7,서울 구로구 구로동,6,서울 양천구 신정동,950,881,0.7508066007685826,48661,542,92633
13:00 ~ 13:59,0,11,6,서울 양천구 신정동,17,Depot_Kintex,97,98,0.7513228598383855,48758,543,92633
14:00 ~ 14:59,0,0,17,Depot_Kintex,6,서울 양천구 신정동,97,85,0.8762886597938144,97,1,89550
14:00 ~ 14:59,0,1,6,서울 양천구 신정동,7,서울 구로구 구로동,950,923,0.9627507163323782,1047,11,89550
14:00 ~ 14:59,0,2,7,서울 구로구 구로동,1,서울 강서구 화곡동,1054,1036,0.9728700618752975,2101,22,89550
14:00 ~ 14:59,0,3,1,서울 강서구 화곡동,18,Depot_Gwang_Myeong,3359,3396,0.9963369963369964,5460,59,89550
14:00 ~ 14:59,0,4,18,Depot_Gwang_Myeong,13,인천 계양구 계산동,12705,6636,0.6647949353151665,18165,201,89550
14:00 ~ 14:59,0,5,13,인천 계양구 계산동,12,경기 부천시 중동,3472,3360,0.7134075888524287,21637,240,89550
14:00 ~ 14:59,0,6,12,경기 부천시 중동,3,경기 부천시 오정동,3120,3060,0.7471018297855152,24757,275,89550
14:00 ~ 14:59,0,7,3,경기 부천시 오정동,15,Depot_Gimpo_Airport,6589,2050,0.6554584316978243,31346,349,89550
14:00 ~ 14:59,0,8,15,Depot_Gimpo_Airport,8,서울 강서구 등촌동,3199,3103,0.6845853234910986,34545,384,89550
14:00 ~ 14:59,0,9,8,서울 강서구 등촌동,2,서울 양천구 목동,4732,4642,0.7202943198309443,39277,437,89550
14:00 ~ 14:59,0,10,2,서울 양천구 목동,9,서울 양천구 목동_1,3796,3838,0.7459197176885752,43073,479,89550
14:00 ~ 14:59,0,11,9,서울 양천구 목동_1,17,Depot_Kintex,1406,1421,0.7542885406596371,44479,494,89550
15:00 ~ 15:59,0,0,17,Depot_Kintex,7,서울 구로구 구로동,1044,1017,0.9741379310344828,1044,11,89433
15:00 ~ 15:59,0,1,7,서울 구로구 구로동,1,서울 강서구 화곡동,1054,1036,0.9785510009532888,2098,22,89433
15:00 ~ 15:59,0,2,1,서울 강서구 화곡동,18,Depot_Gwang_Myeong,3359,3396,0.998533993036467,5457,59,89433
15:00 ~ 15:59,0,3,18,Depot_Gwang_Myeong,13,인천 계양구 계산동,12705,6636,0.6654002863120801,18162,201,89433
15:00 ~ 15:59,0,4,13,인천 계양구 계산동,12,경기 부천시 중동,3472,3406,0.7160488120550984,21634,240,89433
15:00 ~ 15:59,0,5,12,경기 부천시 중동,3,경기 부천시 오정동,3120,2956,0.745212894885675,24754,275,89433
15:00 ~ 15:59,0,6,3,경기 부천시 오정동,15,Depot_Gimpo_Airport,6589,2050,0.6539578215231471,31343,349,89433
15:00 ~ 15:59,0,7,15,Depot_Gimpo_Airport,8,서울 강서구 등촌동,3199,3103,0.6832262173585779,34542,384,89433
15:00 ~ 15:59,0,8,8,서울 강서구 등촌동,2,서울 양천구 목동,4732,4592,0.717828588888323,39274,437,89433
15:00 ~ 15:59,0,9,2,서울 양천구 목동,9,서울 양천구 목동_1,3796,3838,0.7436730903180868,43070,479,89433
15:00 ~ 15:59,0,10,9,서울 양천구 목동_1,6,서울 양천구 신정동,1498,1305,0.7479581762699695,44568,495,89433
15:00 ~ 15:59,0,11,6,서울 양천구 신정동,17,Depot_Kintex,97,98,0.7485279301466473,44665,496,89433
16:00 ~ 16:59,0,0,17,Depot_Kintex,9,서울 양천구 목동_1,1406,1421,1.0106685633001422,1406,15,100156
16:00 ~ 16:59,0,1,9,서울 양천구 목동_1,15,Depot_Gimpo_Airport,6491,2020,0.435735089274408,7897,88,100156
16:00 ~ 16:59,0,2,15,Depot_Gimpo_Airport,8,서울 강서구 등촌동,3199,3120,0.5912941600576784,11096,123,100156
16:00 ~ 16:59,0,3,8,서울 강서구 등촌동,2,서울 양천구 목동,4732,4654,0.7085544604498357,15828,176,100156
16:00 ~ 16:59,0,4,2,서울 양천구 목동,18,Depot_Gwang_Myeong,6513,6586,0.7967861778792354,22341,249,100156
16:00 ~ 16:59,0,5,18,Depot_Gwang_Myeong,1,서울 강서구 화곡동,3359,3294,0.8208171206225681,25700,286,100156
16:00 ~ 16:59,0,6,1,서울 강서구 화곡동,7,서울 구로구 구로동,1054,1030,0.8269791433056739,26754,297,100156
16:00 ~ 16:59,0,7,7,서울 구로구 구로동,6,서울 양천구 신정동,950,933,0.8322985850418713,27704,307,100156
16:00 ~ 16:59,0,8,6,서울 양천구 신정동,17,Depot_Kintex,97,98,0.8329196791482321,27801,308,100156
17:00 ~ 17:59,0,0,17,Depot_Kintex,6,서울 양천구 신정동,97,88,0.9072164948453608,97,1,90267
17:00 ~ 17:59,0,1,6,서울 양천구 신정동,7,서울 구로구 구로동,950,913,0.956064947468959,1047,11,90267
17:00 ~ 17:59,0,2,7,서울 구로구 구로동,1,서울 강서구 화곡동,1054,1022,0.962874821513565,2101,22,90267
17:00 ~ 17:59,0,3,1,서울 강서구 화곡동,18,Depot_Gwang_Myeong,3359,3396,0.9924908424908425,5460,59,90267
17:00 ~ 17:59,0,4,18,Depot_Gwang_Myeong,13,인천 계양구 계산동,12705,7450,0.7084503165428021,18165,201,90267
17:00 ~ 17:59,0,5,13,인천 계양구 계산동,12,경기 부천시 중동,3472,3369,0.7504737255626935,21637,240,90267
17:00 ~ 17:59,0,6,12,경기 부천시 중동,3,경기 부천시 오정동,3120,3052,0.7791735670719393,24757,275,90267
17:00 ~ 17:59,0,7,3,경기 부천시 오정동,15,Depot_Gimpo_Airport,6589,2050,0.6807886173674472,31346,349,90267
17:00 ~ 17:59,0,8,15,Depot_Gimpo_Airport,8,서울 강서구 등촌동,3199,3014,0.7049934867564047,34545,384,90267
17:00 ~ 17:59,0,9,8,서울 강서구 등촌동,2,서울 양천구 목동,4732,4654,0.7385492782035288,39277,437,90267
17:00 ~ 17:59,0,10,2,서울 양천구 목동,9,서울 양천구 목동_1,3796,3838,0.7625658765351845,43073,479,90267
17:00 ~ 17:59,0,11,9,서울 양천구 목동_1,17,Depot_Kintex,1406,1421,0.7704085073855078,44479,494,90267
18:00 ~ 18:59,0,0,17,Depot_Kintex,6,서울 양천구 신정동,97,89,0.9175257731958762,97,1,90328
18:00 ~ 18:59,0,1,6,서울 양천구 신정동,7,서울 구로구 구로동,950,928,0.9713467048710601,1047,11,90328
18:00 ~ 18:59,0,2,7,서울 구로구 구로동,1,서울 강서구 화곡동,1054,1033,0.9757258448357925,2101,22,90328
18:00 ~ 18:59,0,3,1,서울 강서구 화곡동,18,Depot_Gwang_Myeong,3359,3396,0.9974358974358974,5460,59,90328
18:00 ~ 18:59,0,4,18,Depot_Gwang_Myeong,13,인천 계양구 계산동,12705,7391,0.7066886870355078,18165,201,90328
18:00 ~ 18:59,0,5,13,인천 계양구 계산동,12,경기 부천시 중동,3472,3397,0.7502888570504229,21637,240,90328
18:00 ~ 18:59,0,6,12,경기 부천시 중동,3,경기 부천시 오정동,3120,3069,0.779698671082926,24757,275,90328
18:00 ~ 18:59,0,7,3,경기 부천시 오정동,15,Depot_Gimpo_Airport,6589,2050,0.6812033433292924,31346,349,90328
