time,vehicle_id,start_node,end_node,route_nodes,route_names,real_distance,cost,objectives,total_spent_time,total_real_distance
10:00 ~ 10:59,0,17,17,17 -> 6 -> 7 -> 1 -> 18 -> 11 -> 16 -> 5 -> 10 -> 14 -> 0 -> 4 -> 19 -> 15 -> 3 -> 13 -> 12 -> 2 -> 8 -> 9 -> 17,Depot_Kintex -> 서울 양천구 신정동 -> 서울 구로구 구로동 -> 서울 강서구 화곡동 -> Depot_Gwang_Myeong -> 경기 안양시 만안구 안양동 -> Depot_Beom_Gye -> 경기 안양시 동안구 평촌동 -> 경기 성남시 분당구 야탑동 -> Depot_Bundang_Townhall -> 경기 성남시 분당구 서현동 -> 경기 수원시 영통구 원천동 -> Depot_Incheon_Airport -> Depot_Gimpo_Airport -> 경기 부천시 오정동 -> 인천 계양구 계산동 -> 경기 부천시 중동 -> 서울 양천구 목동 -> 서울 강서구 등촌동 -> 서울 양천구 목동_1 -> Depot_Kintex,182309,101415,101415,2041,182309
11:00 ~ 11:59,0,17,17,17 -> 9 -> 2 -> 15 -> 8 -> 19 -> 13 -> 3 -> 12 -> 11 -> 4 -> 0 -> 10 -> 14 -> 5 -> 16 -> 18 -> 1 -> 7 -> 6 -> 17,Depot_Kintex -> 서울 양천구 목동_1 -> 서울 양천구 목동 -> Depot_Gimpo_Airport -> 서울 강서구 등촌동 -> Depot_Incheon_Airport -> 인천 계양구 계산동 -> 경기 부천시 오정동 -> 경기 부천시 중동 -> 경기 안양시 만안구 안양동 -> 경기 수원시 영통구 원천동 -> 경기 성남시 분당구 서현동 -> 경기 성남시 분당구 야탑동 -> Depot_Bundang_Townhall -> 경기 안양시 동안구 평촌동 -> Depot_Beom_Gye -> Depot_Gwang_Myeong -> 서울 강서구 화곡동 -> 서울 구로구 구로동 -> 서울 양천구 신정동 -> Depot_Kintex,168588,115778,115778,1884,168588
12:00 ~ 12:59,0,17,17,17 -> 6 -> 7 -> 1 -> 18 -> 11 -> 16 -> 5 -> 10 -> 14 -> 0 -> 4 -> 19 -> 13 -> 12 -> 3 -> 15 -> 8 -> 2 -> 9 -> 17,Depot_Kintex -> 서울 양천구 신정동 -> 서울 구로구 구로동 -> 서울 강서구 화곡동 -> Depot_Gwang_Myeong -> 경기 안양시 만안구 안양동 -> Depot_Beom_Gye -> 경기 안양시 동안구 평촌동 -> 경기 성남시 분당구 야탑동 -> Depot_Bundang_Townhall -> 경기 성남시 분당구 서현동 -> 경기 수원시 영통구 원천동 -> Depot_Incheon_Airport -> 인천 계양구 계산동 -> 경기 부천시 중동 -> 경기 부천시 오정동 -> Depot_Gimpo_Airport -> 서울 강서구 등촌동 -> 서울 양천구 목동 -> 서울 양천구 목동_1 -> Depot_Kintex,166702,93613,93613,1865,166702
13:00 ~ 13:59,0,17,17,17 -> 6 -> 7 -> 1 -> 18 -> 11 -> 16 -> 5 -> 10 -> 14 -> 0 -> 4 -> 19 -> 13 -> 12 -> 3 -> 15 -> 8 -> 2 -> 9 -> 17,Depot_Kintex -> 서울 양천구 신정동 -> 서울 구로구 구로동 -> 서울 강서구 화곡동 -> Depot_Gwang_Myeong -> 경기 안양시 만안구 안양동 -> Depot_Beom_Gye -> 경기 안양시 동안구 평촌동 -> 경기 성남시 분당구 야탑동 -> Depot_Bundang_Townhall -> 경기 성남시 분당구 서현동 -> 경기 수원시 영통구 원천동 -> Depot_Incheon_Airport -> 인천 계양구 계산동 -> 경기 부천시 중동 -> 경기 부천시 오정동 -> Depot_Gimpo_Airport -> 서울 강서구 등촌동 -> 서울 양천구 목동 -> 서울 양천구 목동_1 -> Depot_Kintex,166702,92893,92893,1865,166702
14:00 ~ 14:59,0,17,17,17 -> 6 -> 7 -> 1 -> 18 -> 11 -> 16 -> 5 -> 10 -> 14 -> 0 -> 4 -> 19 -> 13 -> 12 -> 3 -> 15 -> 8 -> 2 -> 9 -> 17,Depot_Kintex -> 서울 양천구 신정동 -> 서울 구로구 구로동 -> 서울 강서구 화곡동 -> Depot_Gwang_Myeong -> 경기 안양시 만안구 안양동 -> Depot_Beom_Gye -> 경기 안양시 동안구 평촌동 -> 경기 성남시 분당구 야탑동 -> Depot_Bundang_Townhall -> 경기 성남시 분당구 서현동 -> 경기 수원시 영통구 원천동 -> Depot_Incheon_Airport -> 인천 계양구 계산동 -> 경기 부천시 중동 -> 경기 부천시 오정동 -> Depot_Gimpo_Airport -> 서울 강서구 등촌동 -> 서울 양천구 목동 -> 서울 양천구 목동_1 -> Depot_Kintex,166702,93417,93417,1865,166702
15:00 ~ 15:59,0,17,17,17 -> 9 -> 19 -> 13 -> 12 -> 3 -> 15 -> 8 -> 2 -> 7 -> 1 -> 18 -> 11 -> 4 -> 0 -> 10 -> 14 -> 5 -> 16 -> 6 -> 17,Depot_Kintex -> 서울 양천구 목동_1 -> Depot_Incheon_Airport -> 인천 계양구 계산동 -> 경기 부천시 중동 -> 경기 부천시 오정동 -> Depot_Gimpo_Airport -> 서울 강서구 등촌동 -> 서울 양천구 목동 -> 서울 구로구 구로동 -> 서울 강서구 화곡동 -> Depot_Gwang_Myeong -> 경기 안양시 만안구 안양동 -> 경기 수원시 영통구 원천동 -> 경기 성남시 분당구 서현동 -> 경기 성남시 분당구 야탑동 -> Depot_Bundang_Townhall -> 경기 안양시 동안구 평촌동 -> Depot_Beom_Gye -> 서울 양천구 신정동 -> Depot_Kintex,170989,115282,115282,1913,170989
16:00 ~ 16:59,0,17,17,17 -> 9 -> 2 -> 8 -> 19 -> 15 -> 3 -> 12 -> 13 -> 11 -> 4 -> 0 -> 10 -> 14 -> 5 -> 16 -> 18 -> 1 -> 7 -> 6 -> 17,Depot_Kintex -> 서울 양천구 목동_1 -> 서울 양천구 목동 -> 서울 강서구 등촌동 -> Depot_Incheon_Airport -> Depot_Gimpo_Airport -> 경기 부천시 오정동 -> 경기 부천시 중동 -> 인천 계양구 계산동 -> 경기 안양시 만안구 안양동 -> 경기 수원시 영통구 원천동 -> 경기 성남시 분당구 서현동 -> 경기 성남시 분당구 야탑동 -> Depot_Bundang_Townhall -> 경기 안양시 동안구 평촌동 -> Depot_Beom_Gye -> Depot_Gwang_Myeong -> 서울 강서구 화곡동 -> 서울 구로구 구로동 -> 서울 양천구 신정동 -> Depot_Kintex,182117,123074,123074,2039,182117
17:00 ~ 17:59,0,17,17,17 -> 6 -> 7 -> 1 -> 18 -> 16 -> 5 -> 11 -> 4 -> 0 -> 10 -> 14 -> 19 -> 13 -> 12 -> 3 -> 15 -> 8 -> 2 -> 9 -> 17,Depot_Kintex -> 서울 양천구 신정동 -> 서울 구로구 구로동 -> 서울 강서구 화곡동 -> Depot_Gwang_Myeong -> Depot_Beom_Gye -> 경기 안양시 동안구 평촌동 -> 경기 안양시 만안구 안양동 -> 경기 수원시 영통구 원천동 -> 경기 성남시 분당구 서현동 -> 경기 성남시 분당구 야탑동 -> Depot_Bundang_Townhall -> Depot_Incheon_Airport -> 인천 계양구 계산동 -> 경기 부천시 중동 -> 경기 부천시 오정동 -> Depot_Gimpo_Airport -> 서울 강서구 등촌동 -> 서울 양천구 목동 -> 서울 양천구 목동_1 -> Depot_Kintex,167605,97513,97513,1875,167605
18:00 ~ 18:59,0,17,17,17 -> 6 -> 7 -> 1 -> 18 -> 16 -> 5 -> 11 -> 4 -> 0 -> 10 -> 14 -> 19 -> 13 -> 12 -> 3 -> 15 -> 8 -> 2 -> 9 -> 17,Depot_Kintex -> 서울 양천구 신정동 -> 서울 구로구 구로동 -> 서울 강서구 화곡동 -> Depot_Gwang_Myeong -> Depot_Beom_Gye -> 경기 안양시 동안구 평촌동 -> 경기 안양시 만안구 안양동 -> 경기 수원시 영통구 원천동 -> 경기 성남시 분당구 서현동 -> 경기 성남시 분당구 야탑동 -> Depot_Bundang_Townhall -> Depot_Incheon_Airport -> 인천 계양구 계산동 -> 경기 부천시 중동 -> 경기 부천시 오정동 -> Depot_Gimpo_Airport -> 서울 강서구 등촌동 -> 서울 양천구 목동 -> 서울 양천구 목동_1 -> Depot_Kintex,167605,97060,97060,1875,167605
19:00 ~ 19:59,0,17,17,17 -> 6 -> 7 -> 1 -> 18 -> 16 -> 5 -> 11 -> 4 -> 0 -> 10 -> 14 -> 19 -> 13 -> 12 -> 3 -> 15 -> 8 -> 2 -> 9 -> 17,Depot_Kintex -> 서울 양천구 신정동 -> 서울 구로구 구로동 -> 서울 강서구 화곡동 -> Depot_Gwang_Myeong -> Depot_Beom_Gye -> 경기 안양시 동안구 평촌동 -> 경기 안양시 만안구 안양동 -> 경기 수원시 영통구 원천동 -> 경기 성남시 분당구 서현동 -> 경기 성남시 분당구 야탑동 -> Depot_Bundang_Townhall -> Depot_Incheon_Airport -> 인천 계양구 계산동 -> 경기 부천시 중동 -> 경기 부천시 오정동 -> Depot_Gimpo_Airport -> 서울 강서구 등촌동 -> 서울 양천구 목동 -> 서울 양천구 목동_1 -> Depot_Kintex,167605,97661,97661,1875,167605
20:00 ~ 20:59,0,17,17,17 -> 6 -> 7 -> 1 -> 18 -> 11 -> 16 -> 5 -> 10 -> 14 -> 0 -> 4 -> 19 -> 13 -> 12 -> 3 -> 15 -> 8 -> 2 -> 9 -> 17,Depot_Kintex -> 서울 양천구 신정동 -> 서울 구로구 구로동 -> 서울 강서구 화곡동 -> Depot_Gwang_Myeong -> 경기 안양시 만안구 안양동 -> Depot_Beom_Gye -> 경기 안양시 동안구 평촌동 -> 경기 성남시 분당구 야탑동 -> Depot_Bundang_Townhall -> 경기 성남시 분당구 서현동 -> 경기 수원시 영통구 원천동 -> Depot_Incheon_Airport -> 인천 계양구 계산동 -> 경기 부천시 중동 -> 경기 부천시 오정동 -> Depot_Gimpo_Airport -> 서울 강서구 등촌동 -> 서울 양천구 목동 -> 서울 양천구 목동_1 -> Depot_Kintex,166702,96199,96199,1865,166702
21:00 ~ 21:59,0,17,17,17 -> 2 -> 12 -> 3 -> 13 -> 19 -> 15 -> 8 -> 9 -> 7 -> 1 -> 18 -> 11 -> 4 -> 0 -> 10 -> 14 -> 5 -> 16 -> 6 -> 17,Depot_Kintex -> 서울 양천구 목동 -> 경기 부천시 중동 -> 경기 부천시 오정동 -> 인천 계양구 계산동 -> Depot_Incheon_Airport -> Depot_Gimpo_Airport -> 서울 강서구 등촌동 -> 서울 양천구 목동_1 -> 서울 구로구 구로동 -> 서울 강서구 화곡동 -> Depot_Gwang_Myeong -> 경기 안양시 만안구 안양동 -> 경기 수원시 영통구 원천동 -> 경기 성남시 분당구 서현동 -> 경기 성남시 분당구 야탑동 -> Depot_Bundang_Townhall -> 경기 안양시 동안구 평촌동 -> Depot_Beom_Gye -> 서울 양천구 신정동 -> Depot_Kintex,168940,115895,115895,1889,168940
22:00 ~ 22:59,0,17,17,17 -> 2 -> 12 -> 3 -> 13 -> 19 -> 15 -> 8 -> 9 -> 7 -> 1 -> 18 -> 11 -> 4 -> 0 -> 10 -> 14 -> 5 -> 16 -> 6 -> 17,Depot_Kintex -> 서울 양천구 목동 -> 경기 부천시 중동 -> 경기 부천시 오정동 -> 인천 계양구 계산동 -> Depot_Incheon_Airport -> Depot_Gimpo_Airport -> 서울 강서구 등촌동 -> 서울 양천구 목동_1 -> 서울 구로구 구로동 -> 서울 강서구 화곡동 -> Depot_Gwang_Myeong -> 경기 안양시 만안구 안양동 -> 경기 수원시 영통구 원천동 -> 경기 성남시 분당구 서현동 -> 경기 성남시 분당구 야탑동 -> Depot_Bundang_Townhall -> 경기 안양시 동안구 평촌동 -> Depot_Beom_Gye -> 서울 양천구 신정동 -> Depot_Kintex,168940,117879,117879,1889,168940
23:00 ~ 23:59,0,17,17,17 -> 6 -> 7 -> 1 -> 18 -> 16 -> 5 -> 11 -> 4 -> 0 -> 10 -> 14 -> 19 -> 13 -> 12 -> 3 -> 15 -> 8 -> 2 -> 9 -> 17,Depot_Kintex -> 서울 양천구 신정동 -> 서울 구로구 구로동 -> 서울 강서구 화곡동 -> Depot_Gwang_Myeong -> Depot_Beom_Gye -> 경기 안양시 동안구 평촌동 -> 경기 안양시 만안구 안양동 -> 경기 수원시 영통구 원천동 -> 경기 성남시 분당구 서현동 -> 경기 성남시 분당구 야탑동 -> Depot_Bundang_Townhall -> Depot_Incheon_Airport -> 인천 계양구 계산동 -> 경기 부천시 중동 -> 경기 부천시 오정동 -> Depot_Gimpo_Airport -> 서울 강서구 등촌동 -> 서울 양천구 목동 -> 서울 양천구 목동_1 -> Depot_Kintex,167605,99477,99477,1875,167605
