time,vehicle_id,start_node,end_node,route_nodes,route_names,real_distance,cost,objectives,total_spent_time,total_real_distance
10:00 ~ 10:59,0,17,17,17 -> 9 -> 8 -> 15 -> 2 -> 1 -> 7 -> 6 -> 17,Depot_Kintex -> 서울 양천구 목동_1 -> 서울 강서구 등촌동 -> Depot_Gimpo_Airport -> 서울 양천구 목동 -> 서울 강서구 화곡동 -> 서울 구로구 구로동 -> 서울 양천구 신정동 -> Depot_Kintex,19696,16329,88329,217,19696
11:00 ~ 11:59,0,17,17,17 -> 9 -> 8 -> 15 -> 2 -> 1 -> 7 -> 6 -> 17,Depot_Kintex -> 서울 양천구 목동_1 -> 서울 강서구 등촌동 -> Depot_Gimpo_Airport -> 서울 양천구 목동 -> 서울 강서구 화곡동 -> 서울 구로구 구로동 -> 서울 양천구 신정동 -> Depot_Kintex,19696,14644,86644,217,19696
12:00 ~ 12:59,0,17,17,17 -> 9 -> 13 -> 12 -> 3 -> 15 -> 8 -> 2 -> 1 -> 7 -> 6 -> 17,Depot_Kintex -> 서울 양천구 목동_1 -> 인천 계양구 계산동 -> 경기 부천시 중동 -> 경기 부천시 오정동 -> Depot_Gimpo_Airport -> 서울 강서구 등촌동 -> 서울 양천구 목동 -> 서울 강서구 화곡동 -> 서울 구로구 구로동 -> 서울 양천구 신정동 -> Depot_Kintex,42815,30852,84852,477,42815
13:00 ~ 13:59,0,17,17,17 -> 9 -> 13 -> 12 -> 3 -> 15 -> 8 -> 2 -> 1 -> 7 -> 6 -> 17,Depot_Kintex -> 서울 양천구 목동_1 -> 인천 계양구 계산동 -> 경기 부천시 중동 -> 경기 부천시 오정동 -> Depot_Gimpo_Airport -> 서울 강서구 등촌동 -> 서울 양천구 목동 -> 서울 강서구 화곡동 -> 서울 구로구 구로동 -> 서울 양천구 신정동 -> Depot_Kintex,42815,30604,84604,477,42815
14:00 ~ 14:59,0,17,17,17 -> 9 -> 13 -> 12 -> 3 -> 15 -> 8 -> 2 -> 1 -> 7 -> 6 -> 17,Depot_Kintex -> 서울 양천구 목동_1 -> 인천 계양구 계산동 -> 경기 부천시 중동 -> 경기 부천시 오정동 -> Depot_Gimpo_Airport -> 서울 강서구 등촌동 -> 서울 양천구 목동 -> 서울 강서구 화곡동 -> 서울 구로구 구로동 -> 서울 양천구 신정동 -> Depot_Kintex,42815,30913,84913,477,42815
15:00 ~ 15:59,0,17,17,17 -> 7 -> 1 -> 18 -> 15 -> 8 -> 2 -> 9 -> 6 -> 17,Depot_Kintex -> 서울 구로구 구로동 -> 서울 강서구 화곡동 -> Depot_Gwang_Myeong -> Depot_Gimpo_Airport -> 서울 강서구 등촌동 -> 서울 양천구 목동 -> 서울 양천구 목동_1 -> 서울 양천구 신정동 -> Depot_Kintex,28983,21560,87560,320,28983
16:00 ~ 16:59,0,17,17,17 -> 9 -> 15 -> 8 -> 2 -> 1 -> 7 -> 6 -> 17,Depot_Kintex -> 서울 양천구 목동_1 -> Depot_Gimpo_Airport -> 서울 강서구 등촌동 -> 서울 양천구 목동 -> 서울 강서구 화곡동 -> 서울 구로구 구로동 -> 서울 양천구 신정동 -> Depot_Kintex,21858,17130,89130,242,21858
17:00 ~ 17:59,0,17,17,17 -> 6 -> 7 -> 1 -> 18 -> 13 -> 12 -> 3 -> 15 -> 8 -> 2 -> 9 -> 17,Depot_Kintex -> 서울 양천구 신정동 -> 서울 구로구 구로동 -> 서울 강서구 화곡동 -> Depot_Gwang_Myeong -> 인천 계양구 계산동 -> 경기 부천시 중동 -> 경기 부천시 오정동 -> Depot_Gimpo_Airport -> 서울 강서구 등촌동 -> 서울 양천구 목동 -> 서울 양천구 목동_1 -> Depot_Kintex,44479,34267,82267,494,44479
18:00 ~ 18:59,0,17,17,17 -> 6 -> 7 -> 1 -> 18 -> 13 -> 12 -> 3 -> 15 -> 8 -> 2 -> 9 -> 17,Depot_Kintex -> 서울 양천구 신정동 -> 서울 구로구 구로동 -> 서울 강서구 화곡동 -> Depot_Gwang_Myeong -> 인천 계양구 계산동 -> 경기 부천시 중동 -> 경기 부천시 오정동 -> Depot_Gimpo_Airport -> 서울 강서구 등촌동 -> 서울 양천구 목동 -> 서울 양천구 목동_1 -> Depot_Kintex,44479,34328,82328,494,44479
19:00 ~ 19:59,0,17,17,17 -> 6 -> 7 -> 1 -> 18 -> 13 -> 12 -> 3 -> 15 -> 8 -> 2 -> 9 -> 17,Depot_Kintex -> 서울 양천구 신정동 -> 서울 구로구 구로동 -> 서울 강서구 화곡동 -> Depot_Gwang_Myeong -> 인천 계양구 계산동 -> 경기 부천시 중동 -> 경기 부천시 오정동 -> Depot_Gimpo_Airport -> 서울 강서구 등촌동 -> 서울 양천구 목동 -> 서울 양천구 목동_1 -> Depot_Kintex,44479,34202,82202,494,44479
20:00 ~ 20:59,0,17,17,17 -> 6 -> 7 -> 1 -> 18 -> 13 -> 12 -> 3 -> 15 -> 8 -> 2 -> 9 -> 17,Depot_Kintex -> 서울 양천구 신정동 -> 서울 구로구 구로동 -> 서울 강서구 화곡동 -> Depot_Gwang_Myeong -> 인천 계양구 계산동 -> 경기 부천시 중동 -> 경기 부천시 오정동 -> Depot_Gimpo_Airport -> 서울 강서구 등촌동 -> 서울 양천구 목동 -> 서울 양천구 목동_1 -> Depot_Kintex,44479,33646,81646,494,44479
21:00 ~ 21:59,0,17,17,17 -> 6 -> 7 -> 1 -> 18 -> 2 -> 12 -> 13 -> 3 -> 15 -> 8 -> 9 -> 17,Depot_Kintex -> 서울 양천구 신정동 -> 서울 구로구 구로동 -> 서울 강서구 화곡동 -> Depot_Gwang_Myeong -> 서울 양천구 목동 -> 경기 부천시 중동 -> 인천 계양구 계산동 -> 경기 부천시 오정동 -> Depot_Gimpo_Airport -> 서울 강서구 등촌동 -> 서울 양천구 목동_1 -> Depot_Kintex,43416,35954,83954,482,43416
22:00 ~ 22:59,0,17,17,17 -> 6 -> 7 -> 1 -> 18 -> 13 -> 12 -> 3 -> 15 -> 8 -> 2 -> 9 -> 17,Depot_Kintex -> 서울 양천구 신정동 -> 서울 구로구 구로동 -> 서울 강서구 화곡동 -> Depot_Gwang_Myeong -> 인천 계양구 계산동 -> 경기 부천시 중동 -> 경기 부천시 오정동 -> Depot_Gimpo_Airport -> 서울 강서구 등촌동 -> 서울 양천구 목동 -> 서울 양천구 목동_1 -> Depot_Kintex,44479,35675,83675,494,44479
23:00 ~ 23:59,0,17,17,17 -> 6 -> 7 -> 1 -> 18 -> 13 -> 12 -> 3 -> 15 -> 8 -> 2 -> 9 -> 17,Depot_Kintex -> 서울 양천구 신정동 -> 서울 구로구 구로동 -> 서울 강서구 화곡동 -> Depot_Gwang_Myeong -> 인천 계양구 계산동 -> 경기 부천시 중동 -> 경기 부천시 오정동 -> Depot_Gimpo_Airport -> 서울 강서구 등촌동 -> 서울 양천구 목동 -> 서울 양천구 목동_1 -> Depot_Kintex,44479,35290,83290,494,44479
