time,vehicle_id,step,from_node,from_name,to_node,to_name,real_distance,cost,efficiency,total_real_distance,total_spent_time,objectives
03:00 ~ 03:59,0,2,12,경기 부천시 중동,3,경기 부천시 오정동,3120,3069,0.947488747588769,13997,156,119815
03:00 ~ 03:59,0,3,3,경기 부천시 오정동,13,인천 계양구 계산동,4411,4083,0.9422533681008257,18408,205,119815
03:00 ~ 03:59,0,4,13,인천 계양구 계산동,19,Depot_Incheon_Airport,25403,2825,0.46038666088425284,43811,490,119815
03:00 ~ 03:59,0,5,19,Depot_Incheon_Airport,15,Depot_Gimpo_Airport,34348,10690,0.39483616729999105,78159,876,119815
03:00 ~ 03:59,0,6,15,Depot_Gimpo_Airport,8,서울 강서구 등촌동,3199,3128,0.4177585486368888,81358,911,119815
03:00 ~ 03:59,0,7,8,서울 강서구 등촌동,9,서울 양천구 목동_1,5290,5349,0.4539862431908411,86648,970,119815
03:00 ~ 03:59,0,8,9,서울 양천구 목동_1,7,서울 구로구 구로동,2349,2375,0.46868995584120815,88997,996,119815
03:00 ~ 03:59,0,9,7,서울 구로구 구로동,1,서울 강서구 화곡동,1054,1022,0.47455330868063655,90051,1007,119815
03:00 ~ 03:59,0,10,1,서울 강서구 화곡동,18,Depot_Gwang_Myeong,3359,3396,0.49384434214752165,93410,1044,119815
03:00 ~ 03:59,0,11,18,Depot_Gwang_Myeong,11,경기 안양시 만안구 안양동,13694,13848,0.559997759187332,107104,1198,119815
03:00 ~ 03:59,0,12,11,경기 안양시 만안구 안양동,4,경기 수원시 영통구 원천동,17188,17381,0.6223972580697068,124292,1391,119815
03:00 ~ 03:59,0,13,4,경기 수원시 영통구 원천동,0,경기 성남시 분당구 서현동,11616,11303,0.6523677782029019,135908,1521,119815
03:00 ~ 03:59,0,14,0,경기 성남시 분당구 서현동,10,경기 성남시 분당구 야탑동,1240,1205,0.655255636246974,137148,1534,119815
03:00 ~ 03:59,0,15,10,경기 성남시 분당구 야탑동,14,Depot_Bundang_Townhall,1683,1701,0.6595645064863035,138831,1552,119815
03:00 ~ 03:59,0,16,14,Depot_Bundang_Townhall,5,경기 안양시 동안구 평촌동,13500,12403,0.6825334304901826,152331,1703,119815
03:00 ~ 03:59,0,17,5,경기 안양시 동안구 평촌동,16,Depot_Beom_Gye,1560,1577,0.6858620712062434,153891,1720,119815
03:00 ~ 03:59,0,18,16,Depot_Beom_Gye,6,서울 양천구 신정동,14952,14169,0.7090433124263369,168843,1888,119815
03:00 ~ 03:59,0,19,6,서울 양천구 신정동,17,Depot_Kintex,97,98,0.7092162898070321,168940,1889,119815
04:00 ~ 04:59,0,0,17,Depot_Kintex,9,서울 양천구 목동_1,1406,1421,1.0106685633001422,1406,15,117765
04:00 ~ 04:59,0,1,9,서울 양천구 목동_1,8,서울 강서구 등촌동,5290,4922,0.9472819593787336,6696,74,117765
04:00 ~ 04:59,0,2,8,서울 강서구 등촌동,3,경기 부천시 오정동,9736,8899,0.9275803310613437,16432,183,117765
04:00 ~ 04:59,0,3,3,경기 부천시 오정동,12,경기 부천시 중동,3120,3052,0.9356587561374795,19552,218,117765
04:00 ~ 04:59,0,4,12,경기 부천시 중동,13,인천 계양구 계산동,3472,2964,0.9232974287699791,23024,257,117765
04:00 ~ 04:59,0,5,13,인천 계양구 계산동,19,Depot_Incheon_Airport,25403,2825,0.4973052222933487,48427,542,117765
04:00 ~ 04:59,0,6,19,Depot_Incheon_Airport,15,Depot_Gimpo_Airport,34348,10690,0.42009060706735124,82775,928,117765
04:00 ~ 04:59,0,7,15,Depot_Gimpo_Airport,2,서울 양천구 목동,3771,2975,0.4361611166316179,86546,970,117765
04:00 ~ 04:59,0,8,2,서울 양천구 목동,7,서울 구로구 구로동,3531,3472,0.45760849051367164,90077,1009,117765
04:00 ~ 04:59,0,9,7,서울 구로구 구로동,1,서울 강서구 화곡동,1054,1036,0.46368414699717986,91131,1020,117765
04:00 ~ 04:59,0,10,1,서울 강서구 화곡동,18,Depot_Gwang_Myeong,3359,3396,0.48314107312943166,94490,1057,117765
04:00 ~ 04:59,0,11,18,Depot_Gwang_Myeong,11,경기 안양시 만안구 안양동,13694,12842,0.5406899356651631,108184,1211,117765
04:00 ~ 04:59,0,12,11,경기 안양시 만안구 안양동,4,경기 수원시 영통구 원천동,17188,16504,0.5982037456529369,125372,1404,117765
04:00 ~ 04:59,0,13,4,경기 수원시 영통구 원천동,0,경기 성남시 분당구 서현동,11616,11395,0.6306610798026104,136988,1534,117765
04:00 ~ 04:59,0,14,0,경기 성남시 분당구 서현동,10,경기 성남시 분당구 야탑동,1240,1199,0.6336776919292763,138228,1547,117765
04:00 ~ 04:59,0,15,10,경기 성남시 분당구 야탑동,14,Depot_Bundang_Townhall,1683,1701,0.6382128638920457,139911,1565,117765
04:00 ~ 04:59,0,16,14,Depot_Bundang_Townhall,5,경기 안양시 동안구 평촌동,13500,12247,0.6618821336149299,153411,1716,117765
04:00 ~ 04:59,0,17,5,경기 안양시 동안구 평촌동,16,Depot_Beom_Gye,1560,1577,0.6653954610862678,154971,1733,117765
04:00 ~ 04:59,0,18,16,Depot_Beom_Gye,6,서울 양천구 신정동,14952,14550,0.692472472825927,169923,1901,117765
04:00 ~ 04:59,0,19,6,서울 양천구 신정동,17,Depot_Kintex,97,98,0.6926538054346547,170020,1902,117765
05:00 ~ 05:59,0,0,17,Depot_Kintex,2,서울 양천구 목동,3801,3058,0.8045251249671139,3801,42,117316
05:00 ~ 05:59,0,1,2,서울 양천구 목동,12,경기 부천시 중동,7076,6904,0.9158775397628023,10877,121,117316
05:00 ~ 05:59,0,2,12,경기 부천시 중동,3,경기 부천시 오정동,3120,3044,0.9291991140958777,13997,156,117316
05:00 ~ 05:59,0,3,3,경기 부천시 오정동,13,인천 계양구 계산동,4411,3829,0.91454802259887,18408,205,117316
05:00 ~ 05:59,0,4,13,인천 계양구 계산동,19,Depot_Incheon_Airport,25403,2825,0.4487457487845518,43811,490,117316
05:00 ~ 05:59,0,5,19,Depot_Incheon_Airport,15,Depot_Gimpo_Airport,34348,10690,0.388311007049732,78159,876,117316
05:00 ~ 05:59,0,6,15,Depot_Gimpo_Airport,8,서울 강서구 등촌동,3199,3137,0.41160058015192114,81358,911,117316
05:00 ~ 05:59,0,7,8,서울 강서구 등촌동,9,서울 양천구 목동_1,5290,5349,0.44820422860308373,86648,970,117316
05:00 ~ 05:59,0,8,9,서울 양천구 목동_1,7,서울 구로구 구로동,2349,2304,0.4622627729024574,88997,996,117316
05:00 ~ 05:59,0,9,7,서울 구로구 구로동,1,서울 강서구 화곡동,1054,1008,0.46804588510954903,90051,1007,117316
05:00 ~ 05:59,0,10,1,서울 강서구 화곡동,18,Depot_Gwang_Myeong,3359,3396,0.48757092388395246,93410,1044,117316
05:00 ~ 05:59,0,11,18,Depot_Gwang_Myeong,11,경기 안양시 만안구 안양동,13694,12776,0.5445174783388109,107104,1198,117316
05:00 ~ 05:59,0,12,11,경기 안양시 만안구 안양동,4,경기 수원시 영통구 원천동,17188,16908,0.6052521481672192,124292,1391,117316
05:00 ~ 05:59,0,13,4,경기 수원시 영통구 원천동,0,경기 성남시 분당구 서현동,11616,11243,0.6362465785678547,135908,1521,117316
05:00 ~ 05:59,0,14,0,경기 성남시 분당구 서현동,10,경기 성남시 분당구 야탑동,1240,1171,0.6390322862892641,137148,1534,117316
05:00 ~ 05:59,0,15,10,경기 성남시 분당구 야탑동,14,Depot_Bundang_Townhall,1683,1701,0.6435378265661128,138831,1552,117316
05:00 ~ 05:59,0,16,14,Depot_Bundang_Townhall,5,경기 안양시 동안구 평촌동,13500,11748,0.663627232802253,152331,1703,117316
05:00 ~ 05:59,0,17,5,경기 안양시 동안구 평촌동,16,Depot_Beom_Gye,1560,1577,0.6671475264960264,153891,1720,117316
05:00 ~ 05:59,0,18,16,Depot_Beom_Gye,6,서울 양천구 신정동,14952,14550,0.6942425803853284,168843,1888,117316
05:00 ~ 05:59,0,19,6,서울 양천구 신정동,17,Depot_Kintex,97,98,0.6944240558778264,168940,1889,117316
06:00 ~ 06:59,0,0,17,Depot_Kintex,6,서울 양천구 신정동,97,95,0.979381443298969,97,1,107371
06:00 ~ 06:59,0,1,6,서울 양천구 신정동,7,서울 구로구 구로동,950,928,0.9770773638968482,1047,11,107371
06:00 ~ 06:59,0,2,7,서울 구로구 구로동,1,서울 강서구 화곡동,1054,1013,0.9690623512613041,2101,22,107371
06:00 ~ 06:59,0,3,1,서울 강서구 화곡동,2,서울 양천구 목동,3929,3833,0.9733001658374792,6030,66,107371
06:00 ~ 06:59,0,4,2,서울 양천구 목동,3,경기 부천시 오정동,8518,8333,0.9762166620841353,14548,161,107371
06:00 ~ 06:59,0,5,3,경기 부천시 오정동,13,인천 계양구 계산동,4411,3588,0.9383406297800517,18959,210,107371
06:00 ~ 06:59,0,6,13,인천 계양구 계산동,12,경기 부천시 중동,3472,3415,0.9453434978378138,22431,249,107371
06:00 ~ 06:59,0,7,12,경기 부천시 중동,18,Depot_Gwang_Myeong,10190,10304,0.9659115293829128,32621,363,107371
06:00 ~ 06:59,0,8,18,Depot_Gwang_Myeong,5,경기 안양시 동안구 평촌동,13041,10659,0.9234812316587097,45662,509,107371
06:00 ~ 06:59,0,9,5,경기 안양시 동안구 평촌동,16,Depot_Beom_Gye,1560,1577,0.9263690652661895,47222,526,107371
06:00 ~ 06:59,0,10,16,Depot_Beom_Gye,11,경기 안양시 만안구 안양동,5143,5044,0.9317101117158407,52365,583,107371
06:00 ~ 06:59,0,11,11,경기 안양시 만안구 안양동,4,경기 수원시 영통구 원천동,17188,16908,0.944560263396259,69553,776,107371
06:00 ~ 06:59,0,12,4,경기 수원시 영통구 원천동,0,경기 성남시 분당구 서현동,11616,11395,0.9497714644753539,81169,906,107371
06:00 ~ 06:59,0,13,0,경기 성남시 분당구 서현동,10,경기 성남시 분당구 야탑동,1240,1218,0.9502602871045638,82409,919,107371
06:00 ~ 06:59,0,14,10,경기 성남시 분당구 야탑동,14,Depot_Bundang_Townhall,1683,1701,0.9514698187699187,84092,937,107371
06:00 ~ 06:59,0,15,14,Depot_Bundang_Townhall,19,Depot_Incheon_Airport,60723,6755,0.5991506404723268,144815,1620,107371
06:00 ~ 06:59,0,16,19,Depot_Incheon_Airport,15,Depot_Gimpo_Airport,34348,10690,0.5439515971489649,179163,2006,107371
06:00 ~ 06:59,0,17,15,Depot_Gimpo_Airport,8,서울 강서구 등촌동,3199,3145,0.5516554984042729,182362,2041,107371
06:00 ~ 06:59,0,18,8,서울 강서구 등촌동,9,서울 양천구 목동_1,5290,5349,0.5646089570055208,187652,2100,107371
06:00 ~ 06:59,0,19,9,서울 양천구 목동_1,17,Depot_Kintex,1406,1421,0.5679262448560759,189058,2115,107371
07:00 ~ 07:59,0,0,17,Depot_Kintex,6,서울 양천구 신정동,97,95,0.979381443298969,97,1,102101
07:00 ~ 07:59,0,1,6,서울 양천구 신정동,7,서울 구로구 구로동,950,916,0.9656160458452722,1047,11,102101
07:00 ~ 07:59,0,2,7,서울 구로구 구로동,1,서울 강서구 화곡동,1054,1022,0.9676344597810567,2101,22,102101
07:00 ~ 07:59,0,3,1,서울 강서구 화곡동,18,Depot_Gwang_Myeong,3359,3396,0.9943223443223443,5460,59,102101
07:00 ~ 07:59,0,4,18,Depot_Gwang_Myeong,16,Depot_Beom_Gye,11482,11611,1.0057844410341163,16942,188,102101
07:00 ~ 07:59,0,5,16,Depot_Beom_Gye,5,경기 안양시 동안구 평촌동,1560,1509,1.0025402659171982,18502,205,102101
07:00 ~ 07:59,0,6,5,경기 안양시 동안구 평촌동,11,경기 안양시 만안구 안양동,4936,4764,0.9946667804420173,23438,260,102101
07:00 ~ 07:59,0,7,11,경기 안양시 만안구 안양동,4,경기 수원시 영통구 원천동,17188,16816,0.9877664549795697,40626,453,102101
07:00 ~ 07:59,0,8,4,경기 수원시 영통구 원천동,0,경기 성남시 분당구 서현동,11616,11426,0.9868496611921442,52242,583,102101
07:00 ~ 07:59,0,9,0,경기 성남시 분당구 서현동,10,경기 성남시 분당구 야탑동,1240,1218,0.9867432033207434,53482,596,102101
07:00 ~ 07:59,0,10,10,경기 성남시 분당구 야탑동,14,Depot_Bundang_Townhall,1683,1701,0.9874739418109308,55165,614,102101
07:00 ~ 07:59,0,11,14,Depot_Bundang_Townhall,19,Depot_Incheon_Airport,60723,6755,0.5283463343918265,115888,1297,102101
07:00 ~ 07:59,0,12,19,Depot_Incheon_Airport,15,Depot_Gimpo_Airport,34348,10690,0.47870683458026037,150236,1683,102101
07:00 ~ 07:59,0,13,15,Depot_Gimpo_Airport,3,경기 부천시 오정동,6589,6446,0.499697114618205,156825,1757,102101
07:00 ~ 07:59,0,14,3,경기 부천시 오정동,13,인천 계양구 계산동,4411,4268,0.5124972090600114,161236,1806,102101
07:00 ~ 07:59,0,15,13,인천 계양구 계산동,12,경기 부천시 중동,3472,3360,0.5220936445102848,164708,1845,102101
07:00 ~ 07:59,0,16,12,경기 부천시 중동,2,서울 양천구 목동,7076,4758,0.528285521352396,171784,1924,102101
07:00 ~ 07:59,0,17,2,서울 양천구 목동,8,서울 강서구 등촌동,4732,4580,0.5400700219810102,176516,1977,102101
07:00 ~ 07:59,0,18,8,서울 강서구 등촌동,9,서울 양천구 목동_1,5290,5349,0.5537771030659054,181806,2036,102101
07:00 ~ 07:59,0,19,9,서울 양천구 목동_1,17,Depot_Kintex,1406,1421,0.5572833657184028,183212,2051,102101
08:00 ~ 08:59,0,0,17,Depot_Kintex,6,서울 양천구 신정동,97,94,0.9690721649484536,97,1,99331
08:00 ~ 08:59,0,1,6,서울 양천구 신정동,7,서울 구로구 구로동,950,926,0.9742120343839542,1047,11,99331
08:00 ~ 08:59,0,2,7,서울 구로구 구로동,1,서울 강서구 화곡동,1054,1030,0.9757258448357925,2101,22,99331
08:00 ~ 08:59,0,3,1,서울 강서구 화곡동,18,Depot_Gwang_Myeong,3359,3396,0.9974358974358974,5460,59,99331
08:00 ~ 08:59,0,4,18,Depot_Gwang_Myeong,16,Depot_Beom_Gye,11482,11611,1.00678786447881,16942,188,99331
08:00 ~ 08:59,0,5,16,Depot_Beom_Gye,5,경기 안양시 동안구 평촌동,1560,1525,1.0043238568803372,18502,205,99331
08:00 ~ 08:59,0,6,5,경기 안양시 동안구 평촌동,11,경기 안양시 만안구 안양동,4936,4790,0.9971840600733851,23438,260,99331
08:00 ~ 08:59,0,7,11,경기 안양시 만안구 안양동,4,경기 수원시 영통구 원천동,17188,16460,0.9804558657017673,40626,453,99331
08:00 ~ 08:59,0,8,4,경기 수원시 영통구 원천동,0,경기 성남시 분당구 서현동,11616,11395,0.9805711879330806,52242,583,99331
08:00 ~ 08:59,0,9,0,경기 성남시 분당구 서현동,10,경기 성남시 분당구 야탑동,1240,1215,0.9805542051531356,53482,596,99331
08:00 ~ 08:59,0,10,10,경기 성남시 분당구 야탑동,14,Depot_Bundang_Townhall,1683,1701,0.9814737605365721,55165,614,99331
08:00 ~ 08:59,0,11,14,Depot_Bundang_Townhall,19,Depot_Incheon_Airport,60723,6755,0.5254901283998343,115888,1297,99331
08:00 ~ 08:59,0,12,19,Depot_Incheon_Airport,13,인천 계양구 계산동,25403,16868,0.5503959912520967,141291,1582,99331
08:00 ~ 08:59,0,13,13,인천 계양구 계산동,12,경기 부천시 중동,3472,3397,0.5606612186815692,144763,1621,99331
08:00 ~ 08:59,0,14,12,경기 부천시 중동,3,경기 부천시 오정동,3120,3060,0.5695245565751303,147883,1656,99331
08:00 ~ 08:59,0,15,3,경기 부천시 오정동,15,Depot_Gimpo_Airport,6589,2050,0.5585025117820706,154472,1730,99331
08:00 ~ 08:59,0,16,15,Depot_Gimpo_Airport,8,서울 강서구 등촌동,3199,3145,0.567117605647202,157671,1765,99331
08:00 ~ 08:59,0,17,8,서울 강서구 등촌동,2,서울 양천구 목동,4732,4654,0.5792503833057271,162403,1818,99331
08:00 ~ 08:59,0,18,2,서울 양천구 목동,9,서울 양천구 목동_1,3796,3838,0.5891130512217282,166199,1860,99331
08:00 ~ 08:59,0,19,9,서울 양천구 목동_1,17,Depot_Kintex,1406,1421,0.5926493839682587,167605,1875,99331
09:00 ~ 09:59,0,0,17,Depot_Kintex,6,서울 양천구 신정동,97,95,0.979381443298969,97,1,94288
09:00 ~ 09:59,0,1,6,서울 양천구 신정동,7,서울 구로구 구로동,950,928,0.9770773638968482,1047,11,94288
09:00 ~ 09:59,0,2,7,서울 구로구 구로동,1,서울 강서구 화곡동,1054,1013,0.9690623512613041,2101,22,94288
09:00 ~ 09:59,0,3,1,서울 강서구 화곡동,18,Depot_Gwang_Myeong,3359,3396,0.9948717948717949,5460,59,94288
09:00 ~ 09:59,0,4,18,Depot_Gwang_Myeong,11,경기 안양시 만안구 안양동,13694,13434,0.9849639761929623,19154,213,94288
09:00 ~ 09:59,0,5,11,경기 안양시 만안구 안양동,16,Depot_Beom_Gye,5143,5200,0.9904926534140017,24297,270,94288
09:00 ~ 09:59,0,6,16,Depot_Beom_Gye,5,경기 안양시 동안구 평촌동,1560,1509,0.9890938623970298,25857,287,94288
09:00 ~ 09:59,0,7,5,경기 안양시 동안구 평촌동,10,경기 성남시 분당구 야탑동,12519,11107,0.9558578278090473,38376,427,94288
09:00 ~ 09:59,0,8,10,경기 성남시 분당구 야탑동,14,Depot_Bundang_Townhall,1683,1701,0.9581617114755735,40059,445,94288
09:00 ~ 09:59,0,9,14,Depot_Bundang_Townhall,0,경기 성남시 분당구 서현동,2672,2467,0.9559804357492219,42731,475,94288
09:00 ~ 09:59,0,10,0,경기 성남시 분당구 서현동,4,경기 수원시 영통구 원천동,11616,10893,0.9520856717022099,54347,605,94288
09:00 ~ 09:59,0,11,4,경기 수원시 영통구 원천동,19,Depot_Incheon_Airport,60638,6745,0.5086576509979562,114985,1287,94288
09:00 ~ 09:59,0,12,19,Depot_Incheon_Airport,13,인천 계양구 계산동,25403,14572,0.520414850272103,140388,1572,94288
09:00 ~ 09:59,0,13,13,인천 계양구 계산동,12,경기 부천시 중동,3472,3415,0.5315932156263034,143860,1611,94288
09:00 ~ 09:59,0,14,12,경기 부천시 중동,3,경기 부천시 오정동,3120,3052,0.5410736154578855,146980,1646,94288
09:00 ~ 09:59,0,15,3,경기 부천시 오정동,15,Depot_Gimpo_Airport,6589,2050,0.5312074702576692,153569,1720,94288
09:00 ~ 09:59,0,16,15,Depot_Gimpo_Airport,8,서울 강서구 등촌동,3199,2810,0.5382922535211268,156768,1755,94288
09:00 ~ 09:59,0,17,8,서울 강서구 등촌동,2,서울 양천구 목동,4732,4642,0.5512631578947368,161500,1808,94288
09:00 ~ 09:59,0,18,2,서울 양천구 목동,9,서울 양천구 목동_1,3796,3838,0.561822427644952,165296,1850,94288
09:00 ~ 09:59,0,19,9,서울 양천구 목동_1,17,Depot_Kintex,1406,1421,0.56560809108469,166702,1865,94288
10:00 ~ 10:59,0,0,17,Depot_Kintex,6,서울 양천구 신정동,97,89,0.9175257731958762,97,1,101415
10:00 ~ 10:59,0,1,6,서울 양천구 신정동,7,서울 구로구 구로동,950,928,0.9713467048710601,1047,11,101415
10:00 ~ 10:59,0,2,7,서울 구로구 구로동,1,서울 강서구 화곡동,1054,1030,0.974297953355545,2101,22,101415
